|datasheet_id|line|button|description|Unnamed: 4
612|704|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
613|704|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
614|705|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
615|705|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
616|706|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
617|706|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
618|707|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
619|707|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
620|708|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
621|708|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
622|709|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
623|709|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
624|713|1|•||
625|714|1|•||
626|716|1|•|This model’s bolt pistol can be replaced with 1 plasma pistol.|
627|716|2|•|This model’s chainsword can be replaced with 1 power weapon.|
628|719|1|•|"Any number of Tempestus Scions can each have their hot-shot lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 hot-shot volley gun</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
629|719|2|•|1 Tempestus Scion equipped with a hot-shot lasgun can be equipped with 1 regimental standard (that model’s hot-shot lasgun cannot be replaced).|
630|719|3|•|1 Tempestus Scion’s hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 master vox.|
631|719|4|•|"1 Tempestus Scion’s hot-shot lasgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 hot-shot laspistol and 1 medi-pack</li><li>1 hot-shot lasgun, 1 hot-shot laspistol and 1 medi-pack [that model's hot-shot lasgun cannot be replaced]</li></ul>"|
632|719|5|•|"The Tempestor Prime’s bolt pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 plasma pistol</li><li>1 command rod</li></ul>"|
633|719|6|*|* You cannot select the same weapon from this list more than once per unit.|
634|721|1|•|"This model’s Taurox battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Taurox gatling cannon</li><li>1 Taurox missile launcher</li></ul>"|
635|721|2|•|This model’s twin Taurox hot-shot volley gun can be replaced with 1 twin autocannon.|
636|721|3|•|This model can be equipped with 1 storm bolter.|
637|722|1|•||
638|723|1|•|Any number of models can each have their grenadier gauntlet replaced with 1 Bullgryn maul.|
639|723|2|•|Any number of models can each have their slabshield replaced with 1 brute shield.|
640|724|1|•|If this unit contains 10 models, one model’s sniper rifle can be replaced with 1 tankstopper rifle.|
641|724|2|•|If this unit contains 10 models, one model can be equipped with demolition gear.|
642|724|3|•|If this unit contains 10 models, it can be equipped with one Ratling Battlemutt.|
643|727|1|•|This model’s multi-laser can be replaced with 1 lascannon.|
644|727|2|•|This model’s hellstrike missiles can be replaced with 2 multiple rocket pods.|
645|727|3|•|This model can be equipped with 2 heavy bolters.|
646|728|1|•|This model can be equipped with 1 hunter-killer missile.|
647|728|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
648|729|1|•|This model can be equipped with 1 hunter-killer missile.|
649|729|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
650|730|1|•||
651|731|1|•|This model can be equipped with 1 hunter-killer missile.|
652|733|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
653|733|2|•|This model can be equipped with 1 hunter-killer missile.|
654|735|1|•|This model can be equipped with 1 hunter-killer missile.|
655|735|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
656|736|1|•|This model’s heavy flamer can be replaced with 1 Tauros grenade launcher.|
657|736|2|•|This model can be equipped with 1 hunter-killer missile.|
658|737|1|•|This model’s twin multi-laser can be replaced with 1 twin lascannon.|
659|737|2|•|This model can be equipped with 1 hunter-killer missile.|
660|739|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
661|739|2|•|This model can be equipped with 1 hunter-killer missile.|
662|739|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 storm bolter</li><li>1 heavy stubber</li></ul>"|
663|740|1|•|This model can be equipped with 1 hunter-killer missile.|
664|740|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
665|741|1|•||
666|743|1|•||
667|744|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
668|744|2|•|"This model can each be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
669|745|1|•||
670|746|1|•||
671|747|1|•||
672|751|1|•|"This model’s 2 heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 lascannons</li></ul>"|
673|751|2|•|This model can be equipped with 1 hunter-killer missile.|
674|751|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
675|752|1|•|"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 lascannons</li></ul>"|
676|752|2|•|This model can be equipped with 1 hunter-killer missile.|
677|752|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
678|753|1|•|"This model’s 2 autocannons can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"|
679|753|2|•|"This model’s heavy bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 lascannon</li></ul>"|
680|753|3|•|This model can be equipped with 1 hunter-killer missile.|
681|753|4|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
682|754|1|•|"This model’s 2 heavy stubbers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 lascannons</li></ul>"|
683|754|2|•|This model can be equipped with 1 hunter-killer missile.|
684|754|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
685|755|1|•||
686|756|1|•||
687|757|1|•||
688|758|1|•|"Any number of models’ twin heavy bolters can each be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 defence searchlight</li><li>1 twin autocannon</li><li>1 twin heavy stubber</li><li>1 twin lascannon</li></ul>"|
689|759|1|•||
690|760|1|•|This model can be equipped with 1 hunter-killer missile.|
691|760|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
692|762|1|•|Any number of models can each have their twin heavy bolter replaced with 1 twin lascannon.|
693|763|1|•|This model’s 2 twin heavy bolters can be replaced with 2 twin heavy flamers.|
694|763|2|•|This model can be equipped with 1 hunter-killer missile.|
695|763|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
696|763|4|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
697|764|1|•|"This model’s 7 multi-lasers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>7 heavy bolters</li><li>7 heavy flamers</li><li>7 lascannons</li></ul>"|
698|764|2|•|This model can be equipped with 1 hunter-killer missile.|
699|764|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
700|766|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
701|767|1|•|"This model’s 2 heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 heavy flamers</li><li>2 lascannons</li></ul>"|
702|767|2|•|This model can be equipped with 1 hunter-killer missile.|
703|767|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
704|768|1|•|"This model’s 2 Gorgon mortars can be replaced with one of the following:<ul style=""list-style-type:circle""><li>4 heavy bolters</li><li>4 heavy flamers</li><li>4 heavy stubbers</li></ul>"|
705|768|2|•|This model can be equipped with 1 hunter-killer missile.|
706|769|1|•|"This model’s 2 heavy stubbers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li></ul>"|
707|769|2|•|This model can be equipped with 1 hunter-killer missile.|
708|769|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
709|770|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 heavy bolters</li><li>2 heavy flamers</li></ul>"|
710|770|2|•|This model can be equipped with 1 hunter-killer missile.|
711|770|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
712|771|1|•|"This model’s 2 heavy stubbers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li></ul>"|
713|771|2|•|This model can be equipped with 1 hunter-killer missile.|
714|771|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
715|772|1|•|"This model’s 2 heavy stubbers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li></ul>"|
716|772|2|•|This model can be equipped with 1 hunter-killer missile.|
717|772|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
718|773|1|•|This model’s heavy bombs can be replaced with 1 inferno bombs.|
719|774|1|•|This model can be equipped with 1 hellstrike missile rack.|
720|775|1|•||
721|776|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
722|777|1|•|"This model’s autocannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 lascannon</li></ul>"|
723|777|2|•|This model can be equipped with 1 hunter-killer missile.|
