|datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
1134|479|7|||Fear of the Unseen (Aura)|"While an enemy unit is within 6"" of this model, worsen the Leadership characteristic of models in that unit by 1. In addition, in the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock</a> step of your opponent’s <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, if such an enemy unit is below its <a href=""/wh40k10ed/the-rules/core-rules/#Starting-Strength"">Starting Strength</a>, it must take a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>."|Datasheet||
1135|479|8|||HUNTER ORGANISM|"This model cannot be your <a href=""/wh40k10ed/the-rules/core-rules/#6.-Select-Warlord""><span class=""kwb"">WARLORD</span></a>."|Special (правая колонка)||
1136|482|1|8343.0||||Core||
1137|482|2|705.0||||Faction||
1138|482|3|||Death From Below|"At the end of your opponent’s turn, if this unit is not within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more enemy units, you can remove it from the battlefield and place it into <a href=""/wh40k10ed/the-rules/core-rules/#Strategic-Reserves"">Strategic Reserves</a>."|Datasheet||
1139|483|1|8343.0||||Core||
1140|483|2|705.0||||Faction||
1141|483|3|||Chitinous Horrors|"While an enemy unit is within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more units with this ability, halve the Objective Control characteristic of models in that enemy unit."|Datasheet||
1142|484|1|8343.0||||Core||
1143|484|2|705.0||||Faction||
1144|484|3|||Winged Swarm|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this unit has shot, if it is not within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units, it can make a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a> of up to 6"". If it does, until the end of the turn, this unit is not eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a>."|Datasheet||
1145|485|1|8339.0||||Core|D3|
1146|485|2|8342.0||||Core||
1147|485|3|705.0||||Faction||
1148|485|4|||Spore Mine Cysts|"Each time this model ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, you can select one of the following:<br><ul><li>Select one enemy unit it moved over during that move and roll six D6: for each 3+, that unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.</li><li>Add one new <a class=""kwbOne"" href=""/wh40k10ed/factions/tyranids/Spore-Mines""><span class=""kwb kwbo"">SPORE</span> <span class=""kwb kwbo"">MINES</span></a> unit containing D3 models to your army and set it up anywhere on the battlefield that is wholly within 6"" of this model and more than 9"" horizontally away from all enemy units. You cannot select this option for more than one model per turn.</li></ul>"|Datasheet||
1149|486|1|8339.0||||Core|D3|
1150|486|2|8342.0||||Core||
1151|486|3|705.0||||Faction||
1152|486|4|||Airborne Predator|"Each time this model makes a ranged attack that targets a unit that can <a href=""/wh40k10ed/the-rules/core-rules/#Flying""><span class=""kwb"">FLY</span></a>, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
1153|487|1|8343.0||||Core||
1154|487|2|705.0||||Faction||
1155|487|3|||Bio-minefield|"Enemy units cannot start or end an <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance move</a> within 6"" of this unit."|Datasheet||
1156|487|4|||Floating Death|"Each time this unit or an enemy unit ends a move, for each model in this unit that is within 3"" of one or more enemy units, select one of those enemy units. That model in this unit is <a href=""/wh40k10ed/the-rules/core-rules/#Destroyed"">destroyed</a>, then roll one D6: on a 2-5, that enemy unit suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>; on a 6, that enemy unit suffers D6 mortal wounds."|Datasheet||
1157|488|1|8343.0||||Core||
1158|488|2|705.0||||Faction||
1159|488|3|||Bio-minefield|"Enemy units cannot start or end an <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance move</a> within 6"" of this unit."|Datasheet||
1160|488|4|||Floating Death|"Each time this unit or an enemy unit ends a move, for each model in this unit that is within 3"" of one or more enemy units, select one of those enemy units. That model in this unit is <a href=""/wh40k10ed/the-rules/core-rules/#Destroyed"">destroyed</a>, then roll one D6: on a 2-5, that enemy unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>; on a 6, that enemy unit suffers D3 mortal wounds."|Datasheet||
1161|489|1|8339.0||||Core|D3|
1162|489|2|8343.0||||Core||
1163|489|3|705.0||||Faction||
1164|489|4|||Aerial Seeding|"This model must start the battle in <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reserves</a>, but neither it nor any units embarked within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reinforcements step</a> of your first, second or third <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, regardless of any mission rules. Any units embarked within this model must immediately <a href=""/wh40k10ed/the-rules/core-rules/#Disembark"">disembark</a> after it has been set up on the battlefield, and they must be set up more than 9"" away from all enemy models. After this model has been set up on the battlefield, no units can <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embark</a> within it."|Datasheet||
1165|490|1|8339.0||||Core|1|
1166|490|2|705.0||||Faction||
1167|490|3|||Blistering Assault|"Each time an enemy unit is selected to shoot, after that unit has shot, if any models from this unit lost one or more wounds as a result of those attacks, this unit can make a Blistering Assault move. If it does, roll one D6, adding 2 to the result: each model in this unit can be moved a distance in inches up to the result, but this unit must finish that move as close as possible to the closest enemy unit. When doing so, those models can be moved within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of that enemy unit. Each unit can only make one Blistering Assault move per phase."|Datasheet||
1168|491|1|8339.0||||Core|1|
1169|491|2|705.0||||Faction||
1170|491|3|||Seed Spore Mines|"Once per turn, in your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, when selected to shoot, one unit with this ability can use it instead of making any attacks with its ranged weapons. If it does, you can add one new <a class=""kwbOne"" href=""/wh40k10ed/factions/tyranids/Spore-Mines""><span class=""kwb kwbo"">SPORE</span> <span class=""kwb kwbo"">MINES</span></a> unit to your army and set it up anywhere on the battlefield that is wholly within 48"" of this unit and more than 9"" horizontally away from all enemy units. That <span class=""kwb"">SPORE</span> <span class=""kwb"">MINES</span> unit contains 1 model for each model in this unit."|Datasheet||
1171|493|1|8343.0||||Core||
1172|493|2|705.0||||Faction||
1173|493|3|||Subterranean Tunnels|"In your <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, when this model is set up on the battlefield using the <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Deep Strike</a> ability, it can use a subterranean tunnel. If it does, this model can be set up anywhere on the battlefield that is more than 6"" horizontally away from all enemy units, but until the end of the turn, it is not eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a>."|Datasheet||
1174|494|1|8343.0||||Core||
1175|494|2|705.0||||Faction||
1176|494|3|||Terror From The Deep|"Each time this model is set up on the battlefield using the <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Deep Strike</a> ability, roll one D6 for each enemy unit within 12"" of this model: on a 2-4, that unit suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>; on a 5+, that unit suffers 3 mortal wounds and must take a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>."|Datasheet||
1177|495|1|8339.0||||Core|D3|
1178|495|2|705.0||||Faction||
1179|495|3|||Symbiotic Targeting|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, each time a friendly <span class=""kwb"">TYRANIDS</span> model makes an attack that targets that unit, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> of 1."|Datasheet||
1180|496|1|8339.0||||Core|D6|
1181|496|2|705.0||||Faction||
1182|496|3|||Resilient Organism|Once per battle, when an attack is allocated to this model, you can change the Damage characteristic of that attack to 0.|Datasheet||
1183|497|1|8339.0||||Core|D3|
1184|497|2|705.0||||Faction||
1185|497|3|||Grasping Tendrils|"Each time an enemy unit (excluding <span class=""kwb"">TITANIC</span> units) within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more units from your army with this ability is selected to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a>, you can roll one D6: on a 3+, that enemy unit must <a href=""/wh40k10ed/the-rules/core-rules/#Remain-Stationary"">Remain Stationary</a> instead."|Datasheet||
1186|497|4|||Hypertoxic Miasma (Aura)|"At the end of your <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, roll one D6 for each enemy unit within 6"" of this model: on a 2-3, that unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>; on a 4-5, that unit suffers D3 mortal wounds; on a 6, that unit suffers D6 mortal wounds."|Datasheet||
1187|498|1|8339.0||||Core|D3|
1188|498|2|705.0||||Faction||
1189|498|3|||Seed Mucolids|"Once per turn, in your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, when selected to shoot, one unit with this ability can use it instead of making any attacks with its ranged weapons. If it does, you can add one new <a class=""kwbOne"" href=""/wh40k10ed/factions/tyranids/Mucolid-Spores""><span class=""kwb kwbo"">MUCOLID</span> <span class=""kwb kwbo"">SPORES</span></a> unit containing 1 model to your army and set it up anywhere on the battlefield that is wholly within 18"" of this model and more than 9"" horizontally away from all enemy units."|Datasheet||
1190|498|4|||Hive Defences|"You can target this model with the <a href=""/wh40k10ed/the-rules/test_/#Стратегема"">Fire Overwatch</a> Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this turn. This model can only be targeted with that Stratagem once per turn."|Datasheet||
1191|499|1|8346.0||||Core||
1192|499|2|8337.0||||Core||
1193|499|3|707.0||||Faction||
1194|499|4|705.0||||Faction||
1195|499|5|||Enhanced Toxic Miasma|"While this model is leading a unit, the range of that unit’s Foul Spores Aura ability is increased to 9""."|Datasheet||
1196|499|6|||Prey Adaptation|"Each time this model's unit is selected to fight, select one of the following abilities to apply to all melee weapons equipped by models in that unit until the end of the phase:<br><ul><li><span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">[SUSTAINED HITS 1]</a></span> </li><li><span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lance"">[LANCE]</a></span> </li><li><span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span></li></ul>"|Datasheet||
1197|500|1|8339.0||||Core|D6|
1198|500|2|705.0||||Faction||
1199|500|3|||Digestion Spine|"Each time this model fights, after it has resolved its attacks, if one or more enemy models (excluding <span class=""kwb"">VEHICLE</span> models) were destroyed as the result of those attacks, this model regains up to D3 wounds."|Datasheet||
1200|503|1|8339.0||||Core|D6|
1201|503|2|705.0||||Faction||
1202|503|3|||Overgrown Barbs|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this model has shot, select one enemy unit (excluding <span class=""kwb"">TITANIC</span> units) that was hit by one or more of those attacks. Until the start of your next turn, while this model is on the battlefield, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
1203|504|1|8339.0||||Core|2D6|
1204|504|2|8342.0||||Core||
1205|504|3|705.0||||Faction||
1206|504|4|||Frenzied Metabolism|"Each time this model is selected to shoot, you can use this ability. If you do, until the end of the phase, each time this model makes an attack, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>. After resolving those attacks, roll one D6: on a 2+, this model suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>."|Datasheet||
1207|505|1|8339.0||||Core|2D6|
1208|505|2|705.0||||Faction||
1209|505|3|||Apex-beast|"Each time this model makes an attack that targets a unit that is <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
1210|505|4|||Stalking Forward|"Each time this model makes a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fall Back</a> move, it can move over models (excluding <span class=""kwb"">TITANIC</span> models) and <a href=""/wh40k10ed/the-rules/core-rules/#Terrain-Features-1"">terrain features</a> that are 4"" or less in height as if they were not there."|Datasheet||
1211|506|1|8339.0||||Core|D6|
1212|506|2|705.0||||Faction||
1213|506|3|||Irresistible Force|"This model is eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> in a turn in which it <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Fell Back</a>."|Datasheet||
1214|507|1|8343.0||||Core||
1215|507|2|8345.0||||Core||
1216|507|3|8346.0||||Core||
1217|507|4|||Might From Beyond|"While this model is leading a unit, melee weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">[DEVASTATING WOUNDS]</a></span> ability."|Datasheet||
1218|507|5|||Cosmic Horror (Psychic)|"At the start of the <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>, each enemy unit within 6"" of this model must take a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>."|Datasheet||
1219|507|6|||Psychic Familiar|"Once per battle, at the start of the <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>, this model can use its psychic familiar. If it does, until the end of the phase, add 6"" to the range of its Cosmic Horror ability.<br><br><b>Designer’s Note:</b> <i>Place a Psychic Familiar token next to the model, removing it once this ability has been used.</i>"|Datasheet||
