|datasheet_id|line|name|M|T|Sv|inv_sv|inv_sv_descr|W|Ld|OC|base_size|base_size_descr|Unnamed: 13
1633|4052|2|TORMENT|"6"""|4|6+|-||3|7+|1|40mm||
1634|4053|1|Fellgor Beastmen|"6"""|4|5+|-||1|7+|1|32mm||
1635|4054|1|Traitor Guardsmen Squad|"6"""|3|5+|-||1|7+|2|25mm||
1636|4055|1|NIGHTMARE HULK|"5"""|5|6+|-||4|7+|1|40mm||
1637|4055|2|GELLERPOX MUTANTS|"5"""|5|6+|-||1|7+|1|25mm||
1638|4056|1|Mutoid Vermin|"8"""|2|7+|-||1|8+|0|25mm||
1639|4057|1|Negavolt Cultists|"6"""|3|7+|5||1|7+|1|32mm||
1640|4058|1|Renegade Heavy Weapons Squad|"6"""|3|5+|-||2|7+|2|40mm||
1641|4059|1|OGRYN PACK MASTER|"6"""|6|5+|-||4|7+|1|40mm||
1642|4059|2|CHAOS MAULER HOUND|"6"""|4|6+|-||1|7+|1|60 x 35mm||
1643|4060|1|Renegade Ogryn Brutes|"6"""|6|5+|-||3|7+|1|40mm||
1644|4061|1|Renegade Plague Ogryns|"5"""|7|5+|-||3|7+|1|40mm||
1645|4062|1|DARK APOSTLE|"6"""|4|3+|4||4|5+|1|40mm||
1646|4062|2|DARK DISCIPLE|"6"""|4|6+|4||1|7+|1|25mm||
1647|4063|1|Havocs|"5"""|5|3+|-||2|6+|1|40mm||
1648|4064|1|Legionaries|"6"""|4|3+|-||2|6+|2|32mm||
1649|4065|1|Master Of Possession|"8"""|4|3+|5||4|6+|1|40mm||
1650|4066|1|Possessed|"9"""|6|3+|5||3|6+|1|40mm||
1651|4067|1|Raptors|"12"""|4|3+|-||2|6+|1|32mm||
1652|4068|1|Sorcerer|"6"""|4|3+|-||4|6+|1|40mm||
1653|4069|1|Sorcerer On Disc Of Tzeentch|"12"""|4|3+|-||5|6+|1|40mm||
1654|4070|1|Sorcerer On Palanquin Of Nurgle|"5"""|5|3+|-||7|6+|2|60mm||
1655|4071|1|Sorcerer On Steed Of Slaanesh|"14"""|5|3+|-||5|6+|2|No official base size|Use the Chaos Daemon's Seeker base size (60 x 35mm)?|
1656|4072|1|Sorcerer In Terminator Armour|"5"""|5|2+|4||5|6+|1|40mm||
1657|4073|1|Warp Talons|"12"""|4|3+|5||2|6+|1|32mm||
1658|4074|1||"6"""|3|6+|5||1|7+|1|25mm||
1659|4075|1||"6"""|3|6+|5||1|7+|1|25mm||
1660|4076|1||"9"""|4|6+|-||1|7+|1|32mm||
1661|4077|1|Fulgrim|"16"""|11|2+|4||16|5+|6|130mm||
1662|4078|1|Lord Exultant|"7"""|4|3+|4||5|6+|1|40mm||
1663|4079|1|Tormentors|"7"""|4|3+|-||2|6+|2|32mm||
1664|4080|1|Infractors|"7"""|4|3+|-||2|6+|2|32mm||
1665|4081|1|Terminator Squad|"6"""|5|2+|4||3|6+|1|40mm||
1666|4082|1|Chaos Land Raider|"10"""|12|2+|-||16|6+|5|Use model||
1667|4083|1|Lucius the Eternal|"8"""|5|2+|4||6|6+|1|50mm||
1668|4084|1|Lord Kakophonist|"6"""|5|2+|4||6|6+|1|40mm||
1669|4085|1|Sorcerer|"7"""|4|3+|-||4|6+|1|40mm||
1670|4086|1|Daemon Prince of Slaanesh|"10"""|10|2+|4||10|6+|3|60mm||
1671|4087|1|Daemon Prince of Slaanesh with Wings|"14"""|9|2+|4||10|6+|3|60mm||
1672|4088|1|Noise Marines|"6"""|5|3+|-||2|6+|1|40mm||
1673|4089|1|Flawless Blades|"8"""|5|3+|5||3|6+|1|40mm||
1674|4090|1|Chaos Spawn|"10"""|5|4+|-||4|7+|1|50mm||
1675|4091|1|Maulerfiend|"10"""|10|3+|5||12|6+|3|120 x 92mm||
1676|4092|1|Heldrake|"20+"""|10|3+|5||14|7+|0|120 x 92mm flying base||
1677|4093|1|Chaos Rhino|"12"""|9|3+|-||10|6+|2|Use model||
1678|4094|1|Shalaxi Helbane|"14"""|10|3+|4||20|6+|5|100mm||
1679|4095|1|Daemonettes|"9"""|3|7+|5||1|7+|1|25mm||
1680|4096|1|Fiends|"12"""|5|7+|5||4|7+|2|75 x 42mm||
1681|4097|1|Keeper of Secrets|"14"""|10|5+|4||18|6+|5|100mm||
1682|4098|1|Seekers|"14"""|4|7+|5||2|7+|1|60 x 35mm||
1683|4099|1|Noise Marines|"6"""|5|3+|-||2|6+|1|40mm||
1684|4100|1|Tormentbringer|"14"""|6|5+|4||12|7+|3|120 x 92mm||
1685|4101|1|Hellflayer|"14"""|6|5+|4||7|7+|3|120 x 92mm||
1686|4102|1|Karanak|"12"""|4|7+|4||5|7+|1|75 x 42mm||
1687|4103|1||"10"""|6|3+|5||6|6+|1|50mm||
1688|4104|1|Skarbrand|"10"""|11|3+|4||20|6+|5|100mm||
1689|4105|1|Bloodthirster|"12"""|11|3+|4||18|6+|5|120 x 92mm||
1690|4106|1|Bloodletters|"8"""|4|7+|5||1|7+|1|32mm||
1691|4107|1|Bloodcrushers|"10"""|7|3+|5||4|7+|2|90 x 52mm||
1692|4108|1|Flesh Hounds|"12"""|4|7+|5||2|7+|1|60 x 35mm||
1693|4109|1|Lord of Poxes|"5"""|6|3+|4||5|6+|1|40mm||
1694|4110|1|Foetid Bloat-drone|"10"""|9|3+|5||10|6+|3|60mm||
1695|4111|1|Rotigus|"7"""|12|5+|4||22|6+|5|130mm||
1696|4112|1|Great Unclean One|"7"""|12|5+|4||20|6+|5|130mm||
1697|4113|1|Plaguebearers|"5"""|5|7+|5||2|7+|2|32mm||
1698|4114|1|Plague Drones|"10"""|8|6+|5||5|7+|2|60mm||
1699|4115|1|Beasts of Nurgle|"6"""|9|6+|5||7|7+|3|60mm||
1700|4116|1|Nurglings|"5"""|3|7+|5||4|8+|0|40mm||
1701|4117|1|Ravener Prime|"10"""|5|4+|-||6|7+|1|40mm||
1702|4117|2|Raveners|"10"""|5|4+|-||3|8+|1|40mm||
1703|4118|1|Ravener Prime|"10"""|5|4+|-||6|7+|1|40mm||
1704|4118|2|Raveners|"10"""|5|4+|-||3|8+|1|40mm||
1705|4119|1|Servitor Underseer|"6"""|4|4+|6||2|7+|1|||
1706|4119|2|Combat Servitors and Gun Servitors|"6"""|4|4+|6||1|8+|1|||
1707|4120|1|Daemon Prince of Tzeentch with Wings|"13"""|9|2+|4||10|6+|3|60mm||
1708|4121|1|Sekhetar Robots|"8"""|6|3+|5||4|7+|1|40mm||
1709|4122|1|Tzaangor Enlightened with Fatecaster Greatbows|"10"""|4|5+|5||2|7+|2|40mm||
1710|4123|1|Kairos Fateweaver|"12"""|10|6+|4||20|6+|5|100mm||
1711|4124|1|Lord of Change|"12"""|10|6+|4||18|6+|5|100mm||
1712|4125|1|Flamers|"9"""|4|7+|4||3|7+|1|32mm||
1713|4126|1|Screamers|"14"""|4|6+|4||3|7+|1|32mm flying base||
1714|4127|1|PINK HORROR|"6"""|3|7+|4||1|7+|1|32mm||
1715|4127|2|BLUE HORROR/BRIMSTONE HORROR|"6"""|3|7+|4||1|8+|0|25mm||
1716|4128|1|Blue Horrors/Brimstone Horror|"6"""|3|7+|4||1|8+|0|25mm||
1717|4129|1|Wolf Priest|"7"""|4|3+|4||4|6+|1|40mm||
1718|4130|1|Wolf Guard Battle Leader|"7"""|4|3+|4||5|6+|1|40mm||
1719|4131|1|Wolf Guard Headtakers|"7"""|4|3+|-||3|6+|1|40mm||
1720|4131|2|Hunting Wolves|"10"""|4|6+|-||1|8+|0|60 x 35mm||
1721|4132|1|Wulfen|"9"""|6|4+|4||2|7+|0|40mm||
1722|4133|1|Wulfen Dreadnought|"9"""|9|2+|-||8|6+|0|60mm||
1723|4134|1|Knight Ruinator|"10"""|11|3+|5| * Against ranged attacks only|26|6+|10|170 x 109mm||
1724|4135|1|Execrator|"6"""|4|3+|4||4|5+|1|40mm||
1725|4136|1|Crusade Ancient|"6"""|4|3+|-||4|6+|1|40mm||
1726|4137|1|Sternguard Veteran Squad|"6"""|4|3+|-||2|6+|1|32mm||
1727|4138|1|Terminator Squad|"5"""|5|2+|4||3|6+|1|40mm||
1728|4139|1|Land Raider Crusader|"12"""|12|2+|-||16|6+|5|Use model||
1729|4140|1|Buri Aegnirssen|"5"""|6|3+|4||5|6+|1|40mm||
1730|4141|1|Memnyr Strategist|"5"""|5|4+|4||4|7+|1|32mm||
1731|4142|1|Arkanyst Evaluator|"5"""|5|3+|-||4|7+|1|32mm||
1732|4143|1||"5"""|6|2+|-||3|7+|1|40mm||
1733|4144|1||"5"""|6|2+|-||3|7+|1|40mm||
1734|4145|1||"4"""|6|4+|-||6|7+|2|80mm||
1735|4146|1||"12"""|7|4+|-||7|7+|2|105 x 70mm||
1736|4147|1||"12"""|7|4+|-||7|7+|2|105 x 70mm||
1737|4148|1||"14"""|4|3+|4||5|6+|1|50mm||
1738|4149|1|Knight Defender|"10"""|11|3+|4|* against ranged attacks only|26|6+|10|170 x 109mm||
1739|4150|1|Greater Daemon|"12"""|10|5+|4||18|6+|5|100mm|100mm round base, 120mm oval base or 130mm round base|
1740|4151|1|Lesser Daemons|"6"""|4|7+|5||1|7+|1|32mm||
1741|4152|1|Abomination|"10"""|5|4+|-||4|7+|1|50mm||
1742|4153|1|Daemonic Beasts|"10"""|6|7+|5||4|7+|2|75 x 42mm|75mm or 90mm oval base|
1743|4154|1|NEOPHYTES|"6"""|4|4+|-||2|6+|2|25mm||
1744|4154|2|OTHER MODELS|"6"""|4|3+|-||2|6+|2|32mm|Sword Brother 40mm|
1745|4155|1|Lady Malys|"7"""|3|4+|4||5|6+|2|32mm||
1746|4156|1|Hand of the Archon|"7"""|3|4+|6||1|7+|1|25mm||
1747|4157|1|Scourges|"14"""|3|4+|5||1|7+|1|32mm||
1748|4158|1|Death Jester|"8"""|3|6+|4||4|6+|1|25mm||
1749|4159|1|Shadowseer|"8"""|3|6+|4||4|6+|1|25mm||
1750|4160|1|Solitaire|"12"""|3|6+|4||4|6+|1|25mm||
1751|4161|1|Troupe Master|"8"""|3|6+|4||4|6+|1|25mm||
1752|4162|1|Starweaver|"14"""|6|4+|4||6|6+|2|65mm||
1753|4163|1|Skyweavers|"14"""|4|4+|4||3|6+|2|60mm flying base||
1754|4164|1|Troupe|"8"""|3|6+|4||1|6+|1|25mm||
1755|4165|1|Voidweaver|"14"""|6|4+|4||6|6+|2|65mm||
1756|4166|1|Captain|"5"""|5|2+|4||6|6+|1|50mm||
1757|4167|1|Captain On Bike|"12"""|5|3+|4||8|6+|2|75 x 25mm||
1758|4168|1|Corsair Voidreavers|"7"""|3|4+|-||1|7+|2|28.5mm||
1759|4169|1|Corsair Voidscarred|"7"""|3|4+|-||1|7+|1|28.5mm||
1760|4170|1|Corsair Cloud Dancer Band|"14"""|4|3+|-||2|6+|2|32mm flying base||
1761|4171|1|Corsair Reaver Band|"7"""|3|5+|-||3|6+|2|25mm||
1762|4172|1|Corsair Skyreaver Band|"14"""|3|5+|-||3|6+|1|25mm||
1763|4173|1|INQUISITOR OSTROMANDEUS|"6"""|3|3+|5|* Inquisitor Ostromandeus only.|4|6+|1|32mm||
1764|4173|2|STENTOR-I-52|"6"""|3|4+|-||3|8+|1|28.5mm||
1765|4174|1|KILL TEAM SERGEANT, DEATHWATCH VETERAN|"6"""|4|3+|-||2|6+|2|32mm||
1766|4174|2|GRAVIS VETERAN|"5"""|6|3+|-||3|6+|2|40mm||
1767|4175|1|KILL TEAM SERGEANT, DEATHWATCH VETERAN|"6"""|4|3+|-||2|6+|2|32mm||
1768|4175|2|GRAVIS VETERAN|"5"""|6|3+|-||3|6+|2|40mm||
1769|4176|1|Canoptek Macrocytes|"8"""|3|4+|-||1|8+|1|28.5mm||
1770|4177|1|Canoptek Tomb Crawlers|"5"""|4|3+|-||3|8+|1|50mm||
1771|4178|1|Geomancer|"8"""|4|4+|-||4|6+|1|||
1772|4179|1|Judiciar Xacharus|"6"""|4|3+|4||4|5+|1|40mm||
1773|4180|1|Chaplain Kastiel|"6"""|4|3+|4||4|5+|1|40mm||
